Rk,G,Date,Unnamed: 3_level_1,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Unnamed: 24_level_1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
60,60,2019-02-23,@,CHI,L,116,126,45,92,.489,10,29,.345,16,21,.762,6,32,26,6,7,7,18,,47,88,.534,12,30,.400,20,21,.952,11,49,26,4,2,13,22,BOS
61,61,2019-02-26,@,TOR,L,95,118,33,86,.384,6,30,.200,23,28,.821,10,47,24,6,4,14,20,,46,94,.489,17,36,.472,9,14,.643,8,45,33,7,5,8,24,BOS
62,62,2019-02-27,,POR,L,92,97,40,86,.465,5,28,.179,7,10,.700,8,41,20,5,4,16,20,,38,90,.422,6,33,.182,15,20,.750,13,48,14,11,2,11,15,BOS
63,63,2019-03-01,,WAS,W,107,96,42,94,.447,10,35,.286,13,17,.765,11,46,26,12,3,12,18,,36,89,.404,10,38,.263,14,19,.737,11,53,20,7,6,18,16,BOS
64,64,2019-03-03,,HOU,L,104,115,37,77,.481,8,28,.286,22,29,.759,8,44,23,7,0,13,23,,38,80,.475,21,51,.412,18,29,.621,10,42,22,8,4,12,23,BOS
65,65,2019-03-05,@,GSW,W,128,95,49,96,.510,14,34,.412,16,17,.941,9,46,38,12,5,11,24,,34,85,.400,8,35,.229,19,23,.826,9,45,26,5,2,21,24,BOS
66,66,2019-03-06,@,SAC,W,111,109,40,79,.506,13,33,.394,18,21,.857,3,35,26,11,1,17,22,,40,80,.500,13,29,.448,16,22,.727,6,40,23,8,4,15,21,BOS
67,67,2019-03-09,@,LAL,W,120,107,48,93,.516,14,38,.368,10,14,.714,6,43,32,6,5,13,17,,44,91,.484,5,27,.185,14,18,.778,8,43,28,4,4,12,16,BOS
68,68,2019-03-11,@,LAC,L,115,140,44,91,.484,14,36,.389,13,19,.684,7,29,26,11,4,13,24,,53,86,.616,13,28,.464,21,25,.840,10,47,29,4,1,19,26,BOS
69,69,2019-03-14,,SAC,W,126,120,49,97,.505,9,28,.321,19,26,.731,10,52,32,7,2,13,20,,48,95,.505,11,34,.324,13,23,.565,8,47,31,9,2,10,24,BOS
70,70,2019-03-16,,ATL,W,129,120,44,93,.473,13,36,.361,28,37,.757,11,46,30,10,7,14,21,,43,100,.430,15,40,.375,19,24,.792,19,50,27,11,5,17,25,BOS
71,71,2019-03-18,,DEN,L,105,114,39,93,.419,12,39,.308,15,19,.789,12,37,24,12,5,12,16,,46,94,.489,14,39,.359,8,10,.800,11,51,29,6,5,17,19,BOS
72,72,2019-03-20,@,PHI,L,115,118,45,96,.469,12,32,.375,13,16,.813,10,46,22,1,3,8,25,,34,90,.378,11,33,.333,39,43,.907,17,54,23,5,5,8,17,BOS
73,73,2019-03-23,@,CHO,L,117,124,44,93,.473,19,43,.442,10,15,.667,7,42,31,6,8,10,23,,42,95,.442,18,38,.474,22,28,.786,14,53,26,7,5,11,15,BOS
74,74,2019-03-24,,SAS,L,96,115,38,94,.404,7,35,.200,13,16,.813,11,45,23,4,2,8,14,,50,98,.510,8,24,.333,7,8,.875,11,51,32,1,4,8,19,BOS
75,75,2019-03-26,@,CLE,W,116,106,46,91,.505,10,25,.400,14,19,.737,11,46,23,8,3,10,21,,39,80,.488,9,28,.321,19,25,.760,3,36,24,4,1,14,21,BOS
76,76,2019-03-29,,IND,W,114,112,44,86,.512,13,27,.481,13,17,.765,7,43,27,8,5,14,19,,42,90,.467,12,27,.444,16,23,.696,14,41,27,9,2,12,16,BOS
77,77,2019-03-30,@,BRK,L,96,110,35,83,.422,8,20,.400,18,23,.783,7,39,19,8,7,15,25,,38,83,.458,12,38,.316,22,28,.786,5,40,22,7,2,12,17,BOS
78,78,2019-04-01,,MIA,W,110,105,36,91,.396,17,40,.425,21,24,.875,14,49,25,8,2,12,18,,40,88,.455,10,37,.270,15,18,.833,9,48,27,9,6,15,17,BOS
79,79,2019-04-03,@,MIA,W,112,102,38,80,.475,9,24,.375,27,31,.871,6,42,25,8,7,11,21,,39,95,.411,12,36,.333,12,20,.600,16,47,25,6,5,15,23,BOS
80,80,2019-04-05,@,IND,W,117,97,48,92,.522,7,27,.259,14,16,.875,7,49,27,7,6,11,15,,38,92,.413,10,23,.435,11,19,.579,10,45,24,5,3,11,15,BOS
81,81,2019-04-07,,ORL,L,108,116,42,89,.472,12,31,.387,12,14,.857,6,39,28,9,4,13,19,,41,90,.456,12,33,.364,22,22,1.000,11,45,29,9,7,14,14,BOS
82,82,2019-04-09,@,WAS,W,116,110,45,99,.455,15,44,.341,11,23,.478,13,50,27,10,3,5,17,,41,97,.423,14,39,.359,14,18,.778,13,58,28,2,3,15,18,BOS
1,1,2018-10-17,@,IND,L,83,111,25,84,.298,10,29,.345,23,28,.821,7,28,16,11,3,7,18,,47,83,.566,10,26,.385,7,13,.538,13,57,29,2,7,20,24,MEM
2,2,2018-10-19,,ATL,W,131,117,44,81,.543,13,26,.500,30,43,.698,7,41,32,9,4,16,29,,41,83,.494,14,30,.467,21,36,.583,11,40,27,9,5,19,31,MEM
3,3,2018-10-22,@,UTA,W,92,84,31,84,.369,9,28,.321,21,26,.808,7,43,18,10,2,10,22,,29,82,.354,8,32,.250,18,23,.783,10,50,18,6,6,15,22,MEM
4,4,2018-10-24,@,SAC,L,92,97,36,94,.383,10,37,.270,10,13,.769,13,49,18,7,6,15,25,,35,83,.422,6,18,.333,21,33,.636,15,57,19,7,5,14,15,MEM
5,5,2018-10-27,,PHO,W,117,96,44,79,.557,9,26,.346,20,22,.909,3,39,30,12,1,12,21,,36,78,.462,9,33,.273,15,19,.789,5,35,28,5,1,19,25,MEM
6,6,2018-10-30,,WAS,W,107,95,36,74,.486,13,28,.464,22,31,.710,6,38,28,16,3,15,20,,32,74,.432,14,35,.400,17,20,.850,5,37,24,9,7,20,22,MEM
7,7,2018-11-02,@,UTA,W,110,100,38,75,.507,13,26,.500,21,34,.618,9,39,23,9,3,11,29,,36,77,.468,14,36,.389,14,25,.560,10,39,21,3,5,14,25,MEM
8,8,2018-11-04,@,PHO,L,100,102,36,76,.474,7,23,.304,21,29,.724,9,30,19,13,3,13,21,,33,64,.516,14,32,.438,22,26,.846,5,37,25,7,3,24,27,MEM
9,9,2018-11-05,@,GSW,L,101,117,38,83,.458,9,27,.333,16,21,.762,4,30,31,8,8,10,19,,41,81,.506,13,24,.542,22,23,.957,8,46,29,4,4,13,25,MEM
10,10,2018-11-07,,DEN,W,89,87,30,70,.429,8,21,.381,21,25,.840,8,36,19,7,7,17,22,,32,82,.390,8,32,.250,15,19,.789,13,41,19,9,3,16,22,MEM
11,11,2018-11-10,,PHI,W,112,106,45,103,.437,11,30,.367,11,15,.733,15,45,16,9,3,11,18,,44,85,.518,8,31,.258,10,16,.625,8,48,27,10,6,23,20,MEM
12,12,2018-11-12,,UTA,L,88,96,33,79,.418,4,24,.167,18,23,.783,8,42,19,7,9,16,28,,32,82,.390,9,32,.281,23,30,.767,13,49,19,7,6,15,25,MEM
13,13,2018-11-14,@,MIL,W,116,113,42,83,.506,14,36,.389,18,24,.750,4,34,24,8,4,12,20,,41,81,.506,9,35,.257,22,27,.815,9,44,22,5,8,16,22,MEM
14,14,2018-11-16,,SAC,W,112,104,43,85,.506,11,25,.440,15,24,.625,9,40,24,11,5,13,23,,37,80,.463,12,33,.364,18,24,.750,9,42,23,9,2,21,24,MEM
15,15,2018-11-18,@,MIN,W,100,87,35,82,.427,12,28,.429,18,25,.720,10,43,26,11,9,12,20,,31,80,.388,12,29,.414,13,16,.813,10,49,20,8,3,20,20,MEM
16,16,2018-11-19,,DAL,W,98,88,37,79,.468,12,30,.400,12,14,.857,5,45,29,8,11,15,21,,30,88,.341,10,32,.313,18,21,.857,7,43,17,8,4,9,19,MEM
17,17,2018-11-21,@,SAS,W,104,103,39,81,.481,8,25,.320,18,21,.857,4,40,21,4,7,9,25,,35,82,.427,7,22,.318,26,30,.867,10,43,21,4,5,8,20,MEM
18,18,2018-11-23,@,LAC,L,107,112,42,92,.457,9,27,.333,14,18,.778,6,47,29,6,7,16,29,,40,94,.426,8,23,.348,24,27,.889,8,48,26,6,5,11,23,MEM
19,19,2018-11-25,,NYK,L,98,103,38,86,.442,11,30,.367,11,19,.579,6,41,27,5,19,7,23,,34,91,.374,8,22,.364,27,32,.844,14,56,17,4,5,7,21,MEM
20,20,2018-11-27,,TOR,L,114,122,43,85,.506,10,29,.345,18,21,.857,11,35,27,9,5,13,23,,42,69,.609,18,33,.545,20,28,.714,4,31,25,5,5,15,18,MEM
21,21,2018-11-30,@,BRK,W,131,125,50,101,.495,12,30,.400,19,22,.864,11,45,27,8,6,17,23,,42,94,.447,16,44,.364,25,30,.833,11,51,26,7,4,16,28,MEM
22,22,2018-12-02,@,PHI,L,95,103,33,79,.418,11,28,.393,18,23,.783,3,35,19,7,7,14,24,,36,74,.486,8,22,.364,23,30,.767,3,44,22,5,2,16,20,MEM
23,23,2018-12-05,,LAC,W,96,86,37,85,.435,7,28,.250,15,24,.625,11,49,18,9,6,15,27,,25,74,.338,8,23,.348,28,35,.800,11,47,16,9,4,18,21,MEM
24,24,2018-12-07,@,NOP,W,107,103,39,83,.470,8,19,.421,21,28,.750,10,42,30,10,7,11,25,,38,84,.452,7,29,.241,20,24,.833,10,42,25,5,5,18,25,MEM
25,25,2018-12-08,,LAL,L,88,111,34,84,.405,6,30,.200,14,18,.778,9,36,17,13,7,15,19,,43,97,.443,16,40,.400,9,12,.750,19,57,27,11,6,18,22,MEM
26,26,2018-12-10,@,DEN,L,99,105,37,74,.500,9,27,.333,16,17,.941,6,34,22,7,4,14,19,,39,77,.506,9,28,.321,18,23,.783,11,40,22,11,6,13,17,MEM
27,27,2018-12-12,,POR,W,92,83,34,82,.415,8,24,.333,16,24,.667,9,51,19,9,10,12,22,,32,87,.368,6,22,.273,13,16,.813,4,44,15,11,9,14,19,MEM
28,28,2018-12-14,,MIA,L,97,100,35,83,.422,8,29,.276,19,25,.760,10,34,21,9,5,7,18,,36,82,.439,15,39,.385,13,18,.722,14,50,30,3,8,16,20,MEM
29,29,2018-12-15,,HOU,L,97,105,40,75,.533,5,23,.217,12,17,.706,6,35,20,8,6,14,22,,35,73,.479,13,37,.351,22,25,.880,6,36,23,5,2,12,22,MEM
30,30,2018-12-17,@,GSW,L,93,110,36,79,.456,7,25,.280,14,18,.778,2,41,24,6,4,16,23,,37,85,.435,12,31,.387,24,27,.889,6,42,23,10,5,10,19,MEM
31,31,2018-12-19,@,POR,L,92,99,33,78,.423,9,27,.333,17,19,.895,11,36,22,12,10,14,21,,35,75,.467,11,26,.423,18,20,.900,12,43,16,9,4,21,23,MEM
32,32,2018-12-21,@,SAC,L,99,102,37,80,.463,16,32,.500,9,10,.900,8,44,24,7,8,18,25,,33,88,.375,15,41,.366,21,29,.724,12,42,25,10,5,9,15,MEM
33,33,2018-12-23,@,LAL,W,107,99,42,90,.467,14,26,.538,9,14,.643,9,43,24,9,7,9,20,,37,75,.493,10,30,.333,15,22,.682,6,41,27,6,8,16,16,MEM
34,34,2018-12-26,,CLE,W,95,87,36,72,.500,5,22,.227,18,24,.750,3,34,22,7,9,12,16,,33,93,.355,9,29,.310,12,15,.800,19,53,19,9,1,16,21,MEM
35,35,2018-12-29,,BOS,L,103,112,36,76,.474,7,26,.269,24,29,.828,8,36,24,11,2,16,22,,40,80,.500,16,36,.444,16,18,.889,7,36,29,10,4,17,24,MEM
36,36,2018-12-31,@,HOU,L,101,113,38,82,.463,6,25,.240,19,30,.633,6,39,24,11,4,10,31,,31,70,.443,18,41,.439,33,45,.733,7,46,19,5,4,13,25,MEM
37,37,2019-01-02,,DET,L,94,101,36,78,.462,4,18,.222,18,21,.857,8,44,21,2,5,11,22,,36,83,.434,16,40,.400,13,22,.591,7,42,23,7,3,7,17,MEM
38,38,2019-01-04,,BRK,L,100,109,42,93,.452,5,24,.208,11,15,.733,8,40,23,9,5,13,24,,36,79,.456,13,34,.382,24,26,.923,8,45,25,6,2,20,19,MEM
39,39,2019-01-05,@,SAS,L,88,108,31,82,.378,11,28,.393,15,19,.789,8,42,21,12,3,20,29,,36,73,.493,7,22,.318,29,35,.829,3,43,26,10,3,15,19,MEM
40,40,2019-01-07,@,NOP,L,95,114,35,78,.449,10,30,.333,15,18,.833,6,36,28,5,7,18,23,,44,79,.557,6,17,.353,20,29,.690,5,40,27,13,4,14,18,MEM
41,41,2019-01-09,,SAS,W,96,86,37,90,.411,8,33,.242,14,20,.700,9,52,22,6,8,9,22,,30,83,.361,11,27,.407,15,23,.652,8,53,14,4,2,13,19,MEM
42,42,2019-01-12,@,MIA,L,108,112,39,81,.481,9,29,.310,21,27,.778,10,38,18,9,6,10,21,,40,80,.500,15,31,.484,17,24,.708,10,38,25,7,4,14,23,MEM
43,43,2019-01-14,@,HOU,L,94,112,36,71,.507,10,22,.455,12,22,.545,9,43,31,5,5,24,20,,37,84,.440,18,48,.375,20,22,.909,7,36,17,12,3,13,20,MEM
44,44,2019-01-16,,MIL,L,101,111,37,95,.389,10,31,.323,17,25,.680,13,48,29,11,9,14,15,,40,84,.476,12,34,.353,19,22,.864,5,50,27,9,8,15,25,MEM
45,45,2019-01-18,@,BOS,L,116,122,41,92,.446,16,35,.457,18,20,.900,9,39,33,11,5,9,22,,44,86,.512,17,38,.447,17,22,.773,10,52,29,5,9,17,20,MEM
46,46,2019-01-19,@,TOR,L,90,119,34,80,.425,10,29,.345,12,15,.800,10,42,21,7,3,24,13,,44,90,.489,17,36,.472,14,16,.875,8,37,31,19,8,10,17,MEM
47,47,2019-01-21,,NOP,L,85,105,33,88,.375,9,35,.257,10,17,.588,10,35,21,10,1,11,19,,39,74,.527,9,26,.346,18,26,.692,7,50,19,8,7,19,17,MEM
48,48,2019-01-23,,CHO,L,107,118,38,81,.469,9,31,.290,22,24,.917,6,38,25,8,3,10,25,,41,77,.532,12,30,.400,24,31,.774,5,37,23,8,2,9,19,MEM
49,49,2019-01-25,,SAC,L,96,99,34,80,.425,6,20,.300,22,27,.815,9,44,22,13,5,16,22,,37,91,.407,12,33,.364,13,17,.765,12,49,23,11,5,17,25,MEM
50,50,2019-01-26,,IND,W,106,103,39,80,.488,9,28,.321,19,28,.679,8,36,29,8,5,12,24,,32,74,.432,9,27,.333,30,36,.833,7,40,20,7,5,17,26,MEM
51,51,2019-01-28,,DEN,L,92,95,35,78,.449,9,32,.281,13,19,.684,9,42,26,5,7,19,22,,37,84,.440,8,36,.222,13,14,.929,9,37,17,10,2,15,18,MEM
52,52,2019-01-30,@,MIN,L,97,99,36,87,.414,6,23,.261,19,22,.864,14,51,21,3,7,18,27,,37,95,.389,8,35,.229,17,22,.773,11,41,25,12,3,10,24,MEM
53,53,2019-02-01,@,CHO,L,92,100,35,80,.438,9,29,.310,13,17,.765,9,40,23,8,3,11,22,,32,73,.438,12,29,.414,24,28,.857,6,40,15,6,7,12,17,MEM
54,54,2019-02-03,@,NYK,W,96,84,37,91,.407,9,26,.346,13,18,.722,10,49,25,8,4,7,20,,28,74,.378,12,40,.300,16,22,.727,6,45,20,4,6,15,16,MEM
55,55,2019-02-05,,MIN,W,108,106,36,86,.419,15,34,.441,21,29,.724,12,39,18,11,6,8,18,,39,87,.448,9,29,.310,19,20,.950,16,55,26,4,4,15,23,MEM
56,56,2019-02-07,@,OKC,L,95,117,34,77,.442,7,24,.292,20,23,.870,8,45,19,9,4,24,21,,43,90,.478,17,44,.386,14,22,.636,11,44,29,17,2,11,25,MEM
57,57,2019-02-09,,NOP,W,99,90,38,88,.432,8,29,.276,15,18,.833,10,45,27,6,2,10,24,,34,86,.395,6,33,.182,16,27,.593,17,52,25,6,5,15,22,MEM
58,58,2019-02-12,,SAS,L,107,108,44,89,.494,8,24,.333,11,16,.688,8,48,25,5,6,12,23,,36,86,.419,13,21,.619,23,29,.793,10,43,23,6,5,7,14,MEM
59,59,2019-02-13,@,CHI,L,110,122,43,89,.483,11,31,.355,13,17,.765,6,32,33,9,5,8,19,,45,80,.563,8,20,.400,24,29,.828,9,46,28,2,3,14,19,MEM
60,60,2019-02-22,,LAC,L,106,112,33,90,.367,9,32,.281,31,36,.861,11,39,20,10,6,11,31,,35,75,.467,6,25,.240,36,42,.857,7,49,21,8,4,23,30,MEM
61,61,2019-02-23,@,CLE,L,107,112,40,90,.444,5,25,.200,22,28,.786,15,43,18,7,6,12,21,,39,88,.443,16,42,.381,18,23,.783,14,52,25,6,3,18,26,MEM
62,62,2019-02-25,,LAL,W,110,105,41,93,.441,9,36,.250,19,23,.826,15,57,20,7,5,14,21,,40,89,.449,10,27,.370,15,20,.750,10,46,25,8,5,17,28,MEM
63,63,2019-02-27,,CHI,L,107,109,41,94,.436,9,27,.333,16,18,.889,12,46,25,7,5,16,17,,39,82,.476,8,24,.333,23,25,.920,7,42,20,12,9,15,20,MEM
64,64,2019-03-02,@,DAL,W,111,81,39,78,.500,14,34,.412,19,24,.792,4,50,30,4,6,15,30,,26,85,.306,7,40,.175,22,33,.667,13,43,17,9,5,10,23,MEM
65,65,2019-03-03,@,OKC,L,95,99,35,79,.443,7,22,.318,18,19,.947,4,44,22,9,9,20,25,,33,93,.355,9,30,.300,24,33,.727,17,53,19,10,5,14,19,MEM
66,66,2019-03-05,,POR,W,120,111,40,75,.533,13,27,.481,27,36,.750,4,34,22,11,5,16,21,,42,79,.532,9,29,.310,18,21,.857,5,36,25,7,4,20,29,MEM
67,67,2019-03-08,,UTA,W,114,104,46,90,.511,9,22,.409,13,15,.867,8,43,31,5,5,10,18,,35,82,.427,18,48,.375,16,24,.667,10,41,21,8,10,12,20,MEM
68,68,2019-03-10,,ORL,W,105,97,34,82,.415,9,31,.290,28,31,.903,6,45,23,6,6,10,22,,31,87,.356,12,38,.316,23,27,.852,15,53,23,6,4,13,23,MEM
69,69,2019-03-13,@,ATL,L,111,132,38,89,.427,14,40,.350,21,26,.808,9,35,28,8,6,14,17,,52,103,.505,17,45,.378,11,14,.786,15,51,35,9,9,11,26,MEM
70,70,2019-03-16,@,WAS,L,128,135,48,90,.533,12,33,.364,20,26,.769,7,40,35,5,3,8,27,,41,81,.506,17,35,.486,36,43,.837,9,45,26,6,7,11,21,MEM
71,71,2019-03-20,,HOU,W,126,125,41,89,.461,13,37,.351,31,39,.795,15,51,20,8,0,17,19,,42,94,.447,21,48,.438,20,20,1.000,11,39,19,10,4,12,27,MEM
72,72,2019-03-22,@,ORL,L,119,123,47,93,.505,15,38,.395,10,21,.476,10,52,28,5,6,13,24,,44,93,.473,14,39,.359,21,27,.778,4,44,30,6,5,8,16,MEM
73,73,2019-03-23,,MIN,L,99,112,36,96,.375,10,33,.303,17,22,.773,20,47,22,8,4,15,22,,40,83,.482,12,26,.462,20,21,.952,13,49,25,7,10,19,20,MEM
74,74,2019-03-25,,OKC,W,115,103,40,89,.449,11,33,.333,24,31,.774,13,57,31,8,3,11,18,,38,95,.400,12,36,.333,15,20,.750,12,41,17,8,4,10,25,MEM
75,75,2019-03-27,,GSW,L,103,118,39,100,.390,10,31,.323,15,21,.714,19,51,22,11,5,9,16,,45,84,.536,15,31,.484,13,15,.867,6,46,30,9,7,14,19,MEM
76,76,2019-03-30,@,PHO,W,120,115,41,89,.461,8,25,.320,30,40,.750,15,44,24,15,6,11,18,,43,81,.531,12,28,.429,17,23,.739,7,40,27,8,7,19,26,MEM
77,77,2019-03-31,@,LAC,L,96,113,32,85,.376,8,33,.242,24,29,.828,6,34,22,13,6,14,26,,36,75,.480,7,27,.259,34,38,.895,5,47,23,9,5,18,23,MEM
78,78,2019-04-03,@,POR,L,89,116,31,80,.388,11,33,.333,16,19,.842,4,32,20,10,9,13,16,,48,94,.511,10,31,.323,10,16,.625,14,54,28,9,3,13,14,MEM
79,79,2019-04-05,@,DAL,W,122,112,46,96,.479,16,41,.390,14,16,.875,12,50,30,7,2,10,16,,41,96,.427,17,47,.362,13,21,.619,11,42,28,4,4,9,13,MEM
80,80,2019-04-07,,DAL,L,127,129,42,98,.429,19,44,.432,24,28,.857,10,53,32,4,4,7,24,,45,98,.459,12,41,.293,27,34,.794,11,51,31,4,5,6,23,MEM
81,81,2019-04-09,@,DET,L,93,100,33,69,.478,10,24,.417,17,21,.810,7,43,19,4,6,21,24,,35,88,.398,10,34,.294,20,28,.714,14,40,16,13,4,9,21,MEM
82,82,2019-04-10,,GSW,W,132,117,48,98,.490,21,46,.457,15,18,.833,15,49,25,9,0,11,18,,46,92,.500,13,30,.433,12,14,.857,9,39,32,3,5,14,17,MEM
1,1,2018-10-17,@,ORL,L,101,104,38,97,.392,9,33,.273,16,22,.727,14,52,16,4,5,16,28,,39,94,.415,7,25,.280,19,31,.613,14,51,20,7,7,12,25,MIA
2,2,2018-10-18,@,WAS,W,113,112,38,97,.392,12,35,.343,25,34,.735,22,55,25,6,5,16,26,,38,81,.469,7,26,.269,29,39,.744,7,40,19,7,15,14,31,MIA
3,3,2018-10-20,,CHO,L,112,113,41,89,.461,11,34,.324,19,27,.704,12,49,21,4,11,15,27,,41,93,.441,16,42,.381,15,23,.652,12,40,23,6,12,11,27,MIA
4,4,2018-10-24,,NYK,W,110,87,39,82,.476,13,29,.448,19,28,.679,4,51,24,7,5,13,15,,33,91,.363,12,33,.364,9,14,.643,10,45,20,5,3,12,23,MIA
5,5,2018-10-27,,POR,W,120,111,44,96,.458,15,39,.385,17,26,.654,16,56,21,7,8,12,21,,37,88,.420,12,33,.364,25,28,.893,8,42,14,7,8,9,25,MIA
6,6,2018-10-29,,SAC,L,113,123,38,92,.413,13,39,.333,24,34,.706,13,52,20,10,9,18,21,,48,97,.495,12,26,.462,15,25,.600,9,46,28,8,8,12,23,MIA
7,7,2018-10-30,@,CHO,L,113,125,41,87,.471,11,28,.393,20,24,.833,10,34,25,9,5,15,26,,44,81,.543,13,28,.464,24,29,.828,8,39,27,7,5,14,26,MIA
8,8,2018-11-03,@,ATL,L,118,123,41,85,.482,16,40,.400,20,26,.769,13,41,27,6,6,17,20,,46,88,.523,13,32,.406,18,23,.783,8,37,33,11,7,16,21,MIA
9,9,2018-11-05,@,DET,W,120,115,44,98,.449,12,31,.387,20,31,.645,9,50,24,10,8,17,26,,43,105,.410,11,35,.314,18,28,.643,21,60,27,8,3,19,30,MIA
10,10,2018-11-07,,SAS,W,95,88,36,93,.387,10,32,.313,13,18,.722,14,60,21,8,11,13,17,,31,94,.330,13,32,.406,13,14,.929,12,49,19,8,5,12,19,MIA
11,11,2018-11-09,,IND,L,102,110,36,80,.450,14,27,.519,16,27,.593,9,38,27,6,6,23,27,,43,79,.544,7,20,.350,17,29,.586,6,39,20,10,5,18,26,MIA
12,12,2018-11-10,,WAS,L,110,116,39,88,.443,12,33,.364,20,26,.769,14,38,25,5,5,19,31,,40,83,.482,8,22,.364,28,38,.737,16,48,14,8,5,15,25,MIA
13,13,2018-11-12,,PHI,L,114,124,37,77,.481,13,31,.419,27,33,.818,8,40,19,5,6,15,30,,39,83,.470,15,36,.417,31,39,.795,10,42,24,5,0,9,24,MIA
14,14,2018-11-14,@,BRK,W,120,107,46,85,.541,8,29,.276,20,28,.714,6,47,23,6,6,17,27,,41,101,.406,8,28,.286,17,24,.708,16,46,17,10,2,15,29,MIA
15,15,2018-11-16,@,IND,L,91,99,35,93,.376,14,36,.389,7,10,.700,13,51,21,10,5,16,16,,36,81,.444,14,27,.519,13,15,.867,4,47,22,10,6,19,14,MIA
16,16,2018-11-18,,LAL,L,97,113,35,87,.402,13,32,.406,14,19,.737,12,48,20,3,5,12,21,,42,95,.442,11,27,.407,18,21,.857,14,50,16,7,5,9,19,MIA
17,17,2018-11-20,,BRK,L,92,104,36,100,.360,7,32,.219,13,20,.650,18,52,18,5,6,14,24,,38,88,.432,8,31,.258,20,26,.769,13,53,17,6,4,11,21,MIA
18,18,2018-11-23,@,CHI,W,103,96,37,87,.425,10,34,.294,19,31,.613,10,48,20,10,11,14,21,,35,94,.372,7,28,.250,19,20,.950,11,51,23,8,6,17,23,MIA
19,19,2018-11-25,@,TOR,L,115,125,39,95,.411,15,36,.417,22,32,.688,17,46,21,6,5,7,22,,47,90,.522,11,35,.314,20,25,.800,11,47,25,4,7,9,21,MIA
20,20,2018-11-27,,ATL,L,113,115,40,87,.460,13,38,.342,20,30,.667,11,43,22,20,3,20,25,,38,80,.475,12,31,.387,27,32,.844,10,46,22,13,7,24,24,MIA
21,21,2018-11-30,,NOP,W,106,101,40,93,.430,11,33,.333,15,24,.625,13,46,22,10,4,10,24,,35,82,.427,6,28,.214,25,29,.862,11,46,25,4,8,16,22,MIA
22,22,2018-12-02,,UTA,W,102,100,36,91,.396,13,31,.419,17,24,.708,14,50,20,8,8,13,16,,39,89,.438,11,33,.333,11,15,.733,10,50,21,8,6,13,18,MIA
23,23,2018-12-04,,ORL,L,90,105,38,91,.418,12,35,.343,2,5,.400,16,47,19,7,11,15,19,,38,86,.442,14,28,.500,15,20,.750,11,43,22,5,4,11,13,MIA
24,24,2018-12-07,@,PHO,W,115,98,42,86,.488,15,37,.405,16,18,.889,6,40,32,10,5,12,16,,36,79,.456,14,34,.412,12,16,.750,4,42,27,7,4,20,21,MIA
25,25,2018-12-08,@,LAC,W,121,98,40,92,.435,13,39,.333,28,39,.718,14,57,27,9,6,11,24,,33,89,.371,7,29,.241,25,31,.806,13,49,16,5,8,16,26,MIA
26,26,2018-12-10,@,LAL,L,105,108,42,94,.447,11,34,.324,10,13,.769,14,50,29,9,7,17,19,,41,90,.456,14,32,.438,12,20,.600,12,46,24,9,7,12,10,MIA
27,27,2018-12-12,@,UTA,L,84,111,29,77,.377,12,33,.364,14,24,.583,2,30,16,10,2,13,22,,40,76,.526,16,32,.500,15,21,.714,7,52,29,6,4,17,19,MIA
28,28,2018-12-14,@,MEM,W,100,97,36,82,.439,15,39,.385,13,18,.722,14,50,30,3,8,16,20,,35,83,.422,8,29,.276,19,25,.760,10,34,21,9,5,7,18,MIA
29,29,2018-12-16,@,NOP,W,102,96,38,91,.418,10,35,.286,16,23,.696,22,57,22,6,4,18,21,,35,86,.407,13,36,.361,13,17,.765,11,38,26,12,5,10,22,MIA
30,30,2018-12-20,,HOU,W,101,99,36,93,.387,9,39,.231,20,34,.588,20,61,22,6,4,9,18,,29,82,.354,18,54,.333,23,30,.767,8,41,20,6,3,8,23,MIA
31,31,2018-12-22,,MIL,W,94,87,34,89,.382,10,32,.313,16,23,.696,11,57,22,9,3,12,18,,31,84,.369,9,43,.209,16,22,.727,6,48,20,6,9,15,19,MIA
32,32,2018-12-23,@,ORL,W,115,91,43,85,.506,16,31,.516,13,19,.684,9,39,27,11,3,11,26,,29,70,.414,10,28,.357,23,32,.719,12,40,15,4,5,19,19,MIA
33,33,2018-12-26,,TOR,L,104,106,43,83,.518,12,29,.414,6,12,.500,6,35,28,10,6,12,17,,37,79,.468,13,30,.433,19,23,.826,10,43,19,8,2,16,16,MIA
34,34,2018-12-28,,CLE,W,118,94,48,91,.527,10,31,.323,12,16,.750,10,45,29,8,5,7,21,,31,81,.383,13,37,.351,19,22,.864,9,42,21,6,2,14,15,MIA
35,35,2018-12-30,,MIN,L,104,113,37,90,.411,8,24,.333,22,28,.786,17,52,19,8,6,19,28,,38,94,.404,8,24,.333,29,36,.806,17,49,24,11,10,10,22,MIA
36,36,2019-01-02,@,CLE,W,117,92,44,86,.512,16,31,.516,13,17,.765,13,47,29,8,3,13,13,,34,75,.453,13,31,.419,11,13,.846,2,22,23,8,3,12,16,MIA
