Rk,G,Date,Unnamed: 3_level_1,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Unnamed: 24_level_1,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,Team,DRB
77,77,2019-03-31,,MIL,W,136,135,52,0.9074074074074074,0.4413580246913581,22,0.9999999999999999,0.4798206278026907,10,0.2857142857142857,0.44097693351424694,0.65,58,0.923076923076923,0.5,0.5263157894736842,0.26086956521739124,0.13793103448275862,,48,116,0.414,17,55,0.309,22,23,0.957,22,71,30,6,3,16,20,ATL,0.7586206896551725
78,78,2019-04-02,@,SAS,L,111,117,43,0.462962962962963,0.4907407407407408,12,0.4130434782608695,0.46188340807174894,13,0.3571428571428571,0.5251017639077341,0.45000000000000007,43,0.5384615384615384,0.65,0.10526315789473684,0.34782608695652173,0.3103448275862069,,42,80,0.525,14,30,0.467,19,22,0.864,4,45,23,6,6,16,17,ATL,0.3793103448275862
79,79,2019-04-03,,PHI,W,130,122,48,0.42592592592592604,0.6913580246913581,12,0.4565217391304347,0.41704035874439477,22,0.5476190476190476,0.7096336499321574,0.45000000000000007,44,0.6538461538461539,0.35000000000000003,0.3684210526315789,0.34782608695652173,0.5862068965517242,,45,98,0.459,10,31,0.323,22,38,0.579,26,57,27,8,4,13,24,ATL,0.4137931034482759
80,80,2019-04-05,@,ORL,L,113,149,41,0.462962962962963,0.42592592592592593,10,0.5217391304347826,0.2443946188340808,21,0.619047619047619,0.5617367706919946,0.4,38,0.34615384615384615,0.8,0.21052631578947367,0.4782608695652174,0.41379310344827586,,56,92,0.609,18,37,0.486,19,25,0.76,9,54,35,11,4,19,24,ATL,0.2413793103448275
81,81,2019-04-07,@,MIL,L,107,115,40,0.574074074074074,0.314814814814815,17,0.6521739130434783,0.5179372197309418,10,0.33333333333333326,0.3568521031207599,0.35,48,0.5,0.1,0.15789473684210525,0.34782608695652173,0.6551724137931034,,40,91,0.44,9,41,0.22,26,34,0.765,11,61,19,8,10,14,23,ATL,0.6206896551724138
82,82,2019-04-10,,IND,L,134,135,43,0.6296296296296295,0.3672839506172839,17,0.5652173913043478,0.600896860986547,31,0.7857142857142856,0.7503392130257802,1.0,61,0.6538461538461539,0.25,0.3684210526315789,0.608695652173913,0.5517241379310345,,45,98,0.459,12,30,0.4,33,39,0.846,13,43,22,12,7,8,28,ATL,0.6206896551724138
1,1,2018-10-16,,PHI,W,105,87,42,0.5185185185185186,0.41666666666666663,11,0.4782608695652174,0.336322869955157,10,0.21428571428571427,0.6119402985074627,0.5000000000000001,55,0.34615384615384615,0.35000000000000003,0.2631578947368421,0.4782608695652174,0.37931034482758624,,34,87,0.391,5,26,0.192,14,23,0.609,6,47,18,8,5,16,20,BOS,0.7586206896551725
2,2,2018-10-19,@,TOR,L,101,113,40,0.5555555555555556,0.3271604938271605,14,0.4565217391304347,0.5426008968609866,7,0.11904761904761904,0.592944369063772,0.7000000000000001,49,0.6538461538461539,0.2,0.3157894736842105,0.4782608695652174,0.6206896551724137,,43,92,0.467,13,35,0.371,14,19,0.737,12,49,24,3,3,12,19,BOS,0.4137931034482759
3,3,2018-10-20,@,NYK,W,103,101,33,0.2407407407407407,0.32098765432098764,9,0.21739130434782605,0.47757847533632297,28,0.6666666666666666,0.7937584803256446,0.45000000000000007,47,0.34615384615384615,0.4,0.10526315789473684,0.5217391304347826,0.5862068965517242,,36,87,0.414,12,35,0.343,17,27,0.63,11,46,23,8,1,16,25,BOS,0.5172413793103449
4,4,2018-10-22,,ORL,L,90,93,37,0.40740740740740744,0.3364197530864196,9,0.5434782608695652,0.17488789237668173,7,0.09523809523809523,0.6987788331071914,0.35,51,0.34615384615384615,0.30000000000000004,0.15789473684210525,0.3913043478260869,0.20689655172413796,,38,93,0.409,10,35,0.286,7,10,0.7,8,49,28,6,2,9,15,BOS,0.7241379310344828
5,5,2018-10-25,@,OKC,W,101,95,33,0.3148148148148149,0.26543209876543206,11,0.3695652173913043,0.44170403587443946,24,0.6666666666666666,0.6295793758480325,0.4,45,0.2692307692307693,0.35000000000000003,0.05263157894736842,0.34782608695652173,0.6206896551724137,,37,94,0.394,7,28,0.25,14,25,0.56,16,57,19,5,6,16,27,BOS,0.48275862068965514
6,6,2018-10-27,@,DET,W,109,89,39,0.3148148148148149,0.4783950617283951,14,0.4130434782608695,0.594170403587444,17,0.47619047619047616,0.5658073270013569,0.30000000000000004,54,0.5,0.2,0.42105263157894735,0.4347826086956521,0.5862068965517242,,33,89,0.371,7,37,0.189,16,20,0.8,6,47,16,4,3,11,24,BOS,0.8620689655172414
7,7,2018-10-30,,DET,W,108,105,37,0.2777777777777777,0.43827160493827166,9,0.34782608695652173,0.32062780269058294,25,0.6428571428571428,0.7028493894165537,0.30000000000000004,46,0.5,0.4,0.21052631578947367,0.4782608695652174,0.37931034482758624,,37,88,0.42,8,30,0.267,23,27,0.852,11,50,17,6,3,17,28,BOS,0.5862068965517241
8,8,2018-11-01,,MIL,W,117,113,41,0.42592592592592604,0.45679012345679004,24,0.8695652173913043,0.6479820627802693,11,0.1904761904761905,0.791044776119403,0.30000000000000004,42,0.6923076923076924,0.25,0.42105263157894735,0.3913043478260869,0.4827586206896552,,41,85,0.482,9,29,0.31,22,30,0.733,8,45,20,8,3,14,20,BOS,0.4482758620689654
9,9,2018-11-03,@,IND,L,101,102,38,0.35185185185185186,0.4135802469135802,19,0.6739130434782609,0.5964125560538116,6,0.09523809523809523,0.548168249660787,0.4,45,0.42307692307692313,0.30000000000000004,0.42105263157894735,0.4782608695652174,0.37931034482758624,,36,86,0.419,11,32,0.344,19,25,0.76,8,45,23,10,2,13,16,BOS,0.48275862068965514
10,10,2018-11-05,@,DEN,L,107,115,44,0.33333333333333326,0.6419753086419754,9,0.34782608695652173,0.32062780269058294,10,0.16666666666666666,0.7734056987788331,0.25,40,0.3846153846153847,0.45,0.47368421052631576,0.3913043478260869,0.41379310344827586,,41,90,0.456,13,34,0.382,20,28,0.714,15,47,25,5,4,13,14,BOS,0.4137931034482759
11,11,2018-11-08,@,PHO,W,116,109,39,0.5185185185185186,0.32098765432098764,14,0.4782608695652174,0.5179372197309418,24,0.619047619047619,0.6933514246947083,0.7500000000000001,56,0.34615384615384615,0.30000000000000004,0.3157894736842105,0.5652173913043478,0.3103448275862069,,41,93,0.441,11,35,0.314,16,19,0.842,4,42,25,10,6,15,23,BOS,0.6206896551724138
12,12,2018-11-09,@,UTA,L,115,123,39,0.35185185185185186,0.44753086419753096,17,0.608695652173913,0.5560538116591929,20,0.40476190476190466,0.8765264586160109,0.15,28,0.7307692307692307,0.55,0.15789473684210525,0.21739130434782608,0.37931034482758624,,43,77,0.558,13,34,0.382,24,30,0.8,8,45,29,4,4,16,21,BOS,0.06896551724137934
13,13,2018-11-11,@,POR,L,94,100,36,0.4444444444444444,0.27469135802469136,14,0.5869565217391304,0.41704035874439477,8,0.11904761904761904,0.7286295793758482,0.45000000000000007,42,0.2692307692307693,0.55,0.2631578947368421,0.3913043478260869,0.24137931034482757,,39,86,0.453,14,36,0.389,8,10,0.8,15,55,22,4,2,21,14,BOS,0.34482758620689646
14,14,2018-11-14,,CHI,W,111,82,42,0.38888888888888884,0.5216049382716049,15,0.4130434782608695,0.6591928251121077,12,0.21428571428571427,0.8059701492537312,0.30000000000000004,51,0.576923076923077,0.6000000000000001,0.2631578947368421,0.4347826086956521,0.10344827586206895,,33,84,0.393,7,23,0.304,9,9,1.0,7,47,16,8,3,22,16,BOS,0.7586206896551725
15,15,2018-11-16,,TOR,W,123,116,47,0.37037037037037046,0.7098765432098767,9,0.23913043478260865,0.4461883408071749,20,0.45238095238095233,0.7734056987788331,0.35,46,0.5,0.45,0.3157894736842105,0.6521739130434782,0.4827586206896552,,42,97,0.433,8,29,0.276,24,29,0.828,11,43,20,12,4,13,23,BOS,0.5517241379310344
16,16,2018-11-17,,UTA,L,86,98,35,0.40740740740740744,0.2685185185185185,5,0.3913043478260869,0.011210762331838597,11,0.3571428571428571,0.3894165535956581,0.7500000000000001,51,0.15384615384615385,0.55,0.21052631578947367,0.4782608695652174,0.44827586206896547,,35,78,0.449,11,38,0.289,17,27,0.63,7,46,23,11,4,14,23,BOS,0.4482758620689654
17,17,2018-11-19,@,CHO,L,112,117,45,0.37037037037037046,0.6419753086419754,9,0.3695652173913043,0.3004484304932737,13,0.30952380952380953,0.6227951153324287,0.30000000000000004,41,0.7307692307692307,0.45,0.3157894736842105,0.3913043478260869,0.44827586206896547,,43,89,0.483,15,41,0.366,16,22,0.727,8,44,18,5,3,13,16,BOS,0.4137931034482759
18,18,2018-11-21,,NYK,L,109,117,38,0.5185185185185186,0.2901234567901235,10,0.3913043478260869,0.3497757847533633,23,0.6428571428571428,0.6187245590230664,0.65,50,0.6923076923076924,0.5,0.47368421052631576,0.21739130434782608,0.24137931034482757,,44,89,0.494,15,30,0.5,14,17,0.824,9,49,25,3,11,17,24,BOS,0.48275862068965514
19,19,2018-11-23,@,ATL,W,114,96,42,0.40740740740740744,0.506172839506173,13,0.5434782608695652,0.399103139013453,17,0.38095238095238093,0.7421981004070557,0.25,43,0.7307692307692307,0.55,0.3684210526315789,0.5652173913043478,0.6896551724137931,,35,81,0.432,6,35,0.171,20,29,0.69,5,40,22,9,7,20,26,BOS,0.5172413793103449
20,20,2018-11-24,@,DAL,L,104,113,41,0.3148148148148149,0.552469135802469,10,0.28260869565217395,0.4708520179372198,12,0.1904761904761905,0.8955223880597016,0.35,42,0.2692307692307693,0.4,0.15789473684210525,0.608695652173913,0.41379310344827586,,42,87,0.483,16,41,0.39,13,21,0.619,13,43,27,12,3,16,16,BOS,0.4137931034482759
21,21,2018-11-26,@,NOP,W,124,107,48,0.5185185185185186,0.6080246913580246,19,0.5217391304347826,0.7623318385650226,9,0.11904761904761904,0.864314789687924,0.6000000000000001,42,0.576923076923077,0.7000000000000001,0.21052631578947367,0.4347826086956521,0.5517241379310345,,34,77,0.442,12,32,0.375,27,29,0.931,9,40,21,8,5,22,20,BOS,0.2413793103448275
22,22,2018-11-30,,CLE,W,128,95,49,0.42592592592592604,0.7253086419753086,17,0.34782608695652173,0.8991031390134532,13,0.26190476190476186,0.7462686567164178,0.5000000000000001,47,0.6923076923076924,0.2,0.21052631578947367,0.30434782608695654,0.6206896551724137,,30,77,0.39,7,22,0.318,28,35,0.8,9,36,18,5,1,13,21,BOS,0.48275862068965514
23,23,2018-12-01,@,MIN,W,118,109,40,0.2962962962962963,0.5339506172839504,17,0.6304347826086957,0.5358744394618835,21,0.38095238095238093,1.0,0.25,40,0.6923076923076924,0.45,0.15789473684210525,0.4782608695652174,0.5517241379310345,,37,82,0.451,9,28,0.321,26,32,0.813,9,39,19,6,2,16,18,BOS,0.4137931034482759
24,24,2018-12-06,,NYK,W,128,100,49,0.42592592592592604,0.7253086419753086,13,0.5,0.43721973094170413,17,0.3571428571428571,0.7964721845318861,0.25,46,0.7692307692307693,0.4,0.3157894736842105,0.26086956521739124,0.5172413793103448,,36,91,0.396,12,35,0.343,16,20,0.8,14,47,21,4,5,16,23,BOS,0.6206896551724138
25,25,2018-12-08,@,CHI,W,133,77,50,0.4444444444444444,0.7407407407407408,22,0.608695652173913,0.8183856502242155,11,0.23809523809523805,0.6377204884667571,0.55,54,0.8461538461538461,0.5,0.21052631578947367,0.1739130434782609,0.17241379310344823,,31,81,0.383,6,24,0.25,9,14,0.643,8,37,16,3,2,15,17,BOS,0.689655172413793
26,26,2018-12-10,,NOP,W,113,100,44,0.38888888888888884,0.5895061728395062,12,0.5217391304347826,0.3609865470852019,13,0.33333333333333326,0.57123473541384,0.6000000000000001,51,0.42307692307692313,0.4,0.2631578947368421,0.4347826086956521,0.41379310344827586,,39,87,0.448,8,26,0.308,14,19,0.737,6,39,28,11,1,13,19,BOS,0.5517241379310344
27,27,2018-12-12,@,WAS,W,130,125,47,0.6481481481481481,0.47530864197530864,11,0.5,0.3183856502242152,25,0.47619047619047616,1.0,0.6000000000000001,50,0.3076923076923077,0.30000000000000004,0.10526315789473684,0.4347826086956521,0.3448275862068965,,46,91,0.505,12,33,0.364,21,29,0.724,8,41,25,7,4,15,27,BOS,0.5172413793103449
28,28,2018-12-14,,ATL,W,129,108,46,0.4814814814814814,0.5740740740740741,19,0.5217391304347826,0.7623318385650226,18,0.3571428571428571,0.864314789687924,0.55,47,0.6153846153846155,0.75,0.47368421052631576,0.7826086956521738,0.41379310344827586,,36,86,0.419,16,38,0.421,20,32,0.625,16,44,27,10,5,24,19,BOS,0.4482758620689654
29,29,2018-12-15,@,DET,L,104,113,39,0.462962962962963,0.36111111111111105,9,0.3913043478260869,0.28251121076233193,17,0.4285714285714285,0.6458616010854816,0.5000000000000001,44,0.2692307692307693,0.55,0.21052631578947367,0.4782608695652174,0.5517241379310345,,39,80,0.488,10,30,0.333,25,35,0.714,10,48,25,10,7,18,21,BOS,0.3793103448275862
30,30,2018-12-19,,PHO,L,103,111,38,0.2962962962962963,0.4598765432098765,15,0.5217391304347826,0.5336322869955159,12,0.21428571428571427,0.8059701492537312,0.35,37,0.5384615384615384,0.65,0.7894736842105263,0.5652173913043478,0.2758620689655172,,41,96,0.427,11,27,0.407,18,22,0.818,21,56,23,8,6,17,19,BOS,0.2413793103448275
31,31,2018-12-21,,MIL,L,107,120,35,0.40740740740740744,0.2685185185185185,10,0.4130434782608695,0.3295964125560538,27,0.738095238095238,0.66078697421981,0.35,36,0.3846153846153847,0.65,0.15789473684210525,0.08695652173913043,0.24137931034482757,,41,80,0.513,16,40,0.4,22,28,0.786,11,55,26,3,6,20,30,BOS,0.2068965517241379
32,32,2018-12-23,,CHO,W,119,103,43,0.3148148148148149,0.6234567901234568,13,0.5217391304347826,0.41704035874439477,20,0.47619047619047616,0.7286295793758482,0.45000000000000007,47,0.6923076923076924,0.4,0.21052631578947367,0.4782608695652174,0.44827586206896547,,38,88,0.432,8,32,0.25,19,26,0.731,9,37,24,9,5,9,17,BOS,0.5172413793103449
33,33,2018-12-25,,PHI,W,121,114,45,0.7222222222222223,0.3672839506172839,14,0.5652173913043478,0.4349775784753364,17,0.3571428571428571,0.7964721845318861,0.55,55,0.34615384615384615,0.4,0.21052631578947367,0.26086956521739124,0.41379310344827586,,38,92,0.413,15,40,0.375,23,29,0.793,9,56,25,6,4,19,21,BOS,0.7241379310344828
34,34,2018-12-27,@,HOU,L,113,127,38,0.22222222222222232,0.5277777777777778,12,0.34782608695652173,0.5381165919282513,25,0.619047619047619,0.7367706919945727,0.20000000000000004,37,0.6153846153846155,0.45,0.15789473684210525,0.34782608695652173,0.44827586206896547,,41,86,0.477,18,45,0.4,27,35,0.771,16,55,17,4,4,13,22,BOS,0.34482758620689646
35,35,2018-12-29,@,MEM,W,112,103,40,0.20370370370370372,0.6234567901234568,16,0.4565217391304347,0.6659192825112108,16,0.30952380952380953,0.8493894165535956,0.25,36,0.6538461538461539,0.5,0.21052631578947367,0.608695652173913,0.5172413793103448,,36,76,0.474,7,26,0.269,24,29,0.828,8,36,24,11,2,16,22,BOS,0.27586206896551724
36,36,2018-12-31,@,SAS,L,111,120,43,0.35185185185185186,0.5895061728395062,11,0.4130434782608695,0.3968609865470853,14,0.3571428571428571,0.592944369063772,0.35,40,0.6923076923076924,0.25,0.42105263157894735,0.3913043478260869,0.2758620689655172,,45,91,0.495,14,26,0.538,16,18,0.889,8,43,27,6,4,11,17,BOS,0.34482758620689646
37,37,2019-01-02,,MIN,W,115,102,45,0.12962962962962976,0.9074074074074073,12,0.32608695652173914,0.5672645739910316,13,0.23809523809523805,0.819538670284939,0.05000000000000002,33,0.8461538461538461,0.5,0.47368421052631576,0.5652173913043478,0.41379310344827586,,40,84,0.476,7,23,0.304,15,21,0.714,8,34,24,7,2,14,16,BOS,0.31034482758620696
38,38,2019-01-04,,DAL,W,114,93,42,0.5,0.4320987654320988,21,0.6521739130434783,0.7174887892376685,9,0.14285714285714282,0.7530529172320217,0.6000000000000001,53,0.8846153846153847,0.6000000000000001,0.21052631578947367,0.3913043478260869,0.24137931034482757,,34,88,0.386,11,44,0.25,14,19,0.737,11,49,16,9,2,14,13,BOS,0.6206896551724138
39,39,2019-01-07,,BRK,W,116,95,47,0.4444444444444444,0.638888888888889,12,0.3695652173913043,0.5112107623318387,10,0.16666666666666666,0.7734056987788331,0.20000000000000004,43,0.9615384615384616,0.65,0.10526315789473684,0.4347826086956521,0.41379310344827586,,32,79,0.405,11,42,0.262,20,22,0.909,9,47,19,5,4,23,16,BOS,0.5517241379310344
40,40,2019-01-09,,IND,W,135,108,50,0.35185185185185186,0.8333333333333331,14,0.3695652173913043,0.6524663677130045,21,0.45238095238095233,0.830393487109905,0.35,48,0.7692307692307693,0.35000000000000003,0.3684210526315789,0.4347826086956521,0.5517241379310345,,39,91,0.429,9,28,0.321,21,33,0.636,12,39,26,6,0,11,18,BOS,0.6206896551724138
41,41,2019-01-10,@,MIA,L,99,115,36,0.37037037037037046,0.3271604938271605,12,0.4130434782608695,0.46188340807174894,15,0.2857142857142857,0.8398914518317504,0.35,37,0.3076923076923077,0.25,0.42105263157894735,0.30434782608695654,0.03448275862068967,,46,96,0.479,18,39,0.462,5,8,0.625,10,51,33,7,4,8,18,BOS,0.2413793103448275
42,42,2019-01-12,@,ORL,L,103,105,38,0.38888888888888884,0.3827160493827161,8,0.3695652173913043,0.2309417040358745,19,0.5476190476190476,0.5644504748982362,0.4,46,0.2692307692307693,0.35000000000000003,0.15789473684210525,0.21739130434782608,0.3103448275862069,,36,84,0.429,11,38,0.289,22,24,0.917,9,50,21,2,5,15,20,BOS,0.5172413793103449
43,43,2019-01-14,@,BRK,L,102,109,37,0.40740740740740744,0.3364197530864196,11,0.4565217391304347,0.35650224215246645,17,0.4285714285714285,0.6458616010854816,0.4,41,0.34615384615384615,0.5,0.42105263157894735,0.30434782608695654,0.41379310344827586,,37,86,0.43,13,38,0.342,22,25,0.88,13,55,18,5,7,17,20,BOS,0.34482758620689646
44,44,2019-01-16,,TOR,W,117,108,46,0.42592592592592604,0.6234567901234568,14,0.32608695652173914,0.7174887892376685,11,0.1904761904761905,0.791044776119403,0.6000000000000001,49,0.7692307692307693,0.35000000000000003,0.3157894736842105,0.4782608695652174,0.5172413793103448,,41,92,0.446,7,29,0.241,19,21,0.905,14,42,20,9,2,10,14,BOS,0.48275862068965514
45,45,2019-01-18,,MEM,W,122,116,44,0.3148148148148149,0.6604938271604938,17,0.5,0.6726457399103141,17,0.40476190476190466,0.6919945725915875,0.4,52,0.6538461538461539,0.25,0.47368421052631576,0.608695652173913,0.37931034482758624,,41,92,0.446,16,35,0.457,18,20,0.9,9,39,33,11,5,9,22,BOS,0.7241379310344828
46,46,2019-01-19,@,ATL,W,113,105,39,0.35185185185185186,0.44753086419753096,12,0.3695652173913043,0.5112107623318387,23,0.47619047619047616,0.8914518317503393,0.45000000000000007,43,0.2692307692307693,0.5,0.42105263157894735,0.5217391304347826,0.3103448275862069,,40,92,0.435,12,41,0.293,13,14,0.929,13,49,28,8,6,20,20,BOS,0.3793103448275862
47,47,2019-01-21,,MIA,W,107,99,43,0.33333333333333326,0.6049382716049382,12,0.32608695652173914,0.5672645739910316,9,0.11904761904761904,0.864314789687924,0.30000000000000004,36,0.5384615384615384,0.65,0.3684210526315789,0.6956521739130435,0.41379310344827586,,36,86,0.419,11,35,0.314,16,18,0.889,10,38,25,11,5,19,16,BOS,0.2413793103448275
48,48,2019-01-23,,CLE,W,123,103,45,0.3148148148148149,0.6944444444444445,12,0.21739130434782605,0.7466367713004485,21,0.4285714285714285,0.8819538670284939,0.35,43,0.5,0.6000000000000001,0.2631578947368421,0.4782608695652174,0.37931034482758624,,38,87,0.437,13,30,0.433,14,20,0.7,15,44,20,4,4,20,18,BOS,0.4482758620689654
49,49,2019-01-26,,GSW,L,111,115,41,0.5555555555555556,0.3580246913580246,15,0.5434782608695652,0.5112107623318387,14,0.23809523809523805,0.9090909090909092,0.65,49,0.42307692307692313,0.30000000000000004,0.21052631578947367,0.4782608695652174,0.44827586206896547,,37,83,0.446,12,33,0.364,29,34,0.853,11,53,25,8,7,14,19,BOS,0.4482758620689654
50,50,2019-01-28,,BRK,W,112,104,45,0.574074074074074,0.4691358024691358,13,0.5434782608695652,0.399103139013453,9,0.11904761904761904,0.864314789687924,0.7000000000000001,52,0.6538461538461539,0.55,0.8421052631578947,0.608695652173913,0.24137931034482757,,39,103,0.379,13,34,0.382,13,16,0.813,16,48,20,10,5,17,20,BOS,0.5172413793103449
51,51,2019-01-30,,CHO,W,126,94,50,0.38888888888888884,0.7962962962962964,12,0.30434782608695654,0.5986547085201794,14,0.26190476190476186,0.830393487109905,0.5000000000000001,53,0.8461538461538461,0.5,0.3684210526315789,0.30434782608695654,0.17241379310344823,,39,89,0.438,13,40,0.325,3,7,0.429,7,31,20,7,5,12,17,BOS,0.689655172413793
52,52,2019-02-01,@,NYK,W,113,99,46,0.574074074074074,0.5000000000000001,13,0.4782608695652174,0.4573991031390135,8,0.11904761904761904,0.7286295793758482,0.45000000000000007,43,0.5,0.55,0.3684210526315789,0.1739130434782609,0.3103448275862069,,39,86,0.453,9,31,0.29,12,12,1.0,8,48,21,2,2,17,15,BOS,0.3793103448275862
53,53,2019-02-03,,OKC,W,134,129,54,0.40740740740740744,0.9104938271604938,13,0.4130434782608695,0.5269058295964126,13,0.2857142857142857,0.6811397557666214,0.15,38,0.923076923076923,0.4,0.3157894736842105,0.4782608695652174,0.44827586206896547,,45,92,0.489,14,35,0.4,25,34,0.735,11,42,25,12,5,11,18,BOS,0.4137931034482759
54,54,2019-02-05,@,CLE,W,103,96,40,0.2407407407407407,0.5864197530864198,9,0.23913043478260865,0.4461883408071749,14,0.21428571428571427,1.0,0.30000000000000004,42,0.6538461538461539,0.5,0.5263157894736842,0.4347826086956521,0.17241379310344823,,40,96,0.417,9,33,0.273,7,8,0.875,15,47,21,6,0,12,17,BOS,0.4482758620689654
55,55,2019-02-07,,LAL,L,128,129,46,0.462962962962963,0.5895061728395062,16,0.5,0.6143497757847534,20,0.3571428571428571,1.0,0.45000000000000007,48,0.8846153846153847,0.35000000000000003,0.2631578947368421,0.21739130434782608,0.24137931034482757,,50,97,0.515,22,41,0.537,7,18,0.389,10,43,35,5,6,8,19,BOS,0.5517241379310344
56,56,2019-02-09,,LAC,L,112,123,39,0.42592592592592604,0.38888888888888895,9,0.23913043478260865,0.4461883408071749,25,0.619047619047619,0.7367706919945727,0.30000000000000004,45,0.34615384615384615,0.45,0.15789473684210525,0.3913043478260869,0.6896551724137931,,40,84,0.476,12,30,0.4,31,40,0.775,6,49,28,6,6,17,27,BOS,0.5517241379310344
57,57,2019-02-12,@,PHI,W,112,109,41,0.35185185185185186,0.5185185185185185,13,0.30434782608695654,0.6748878923766819,17,0.38095238095238093,0.7421981004070557,0.30000000000000004,41,0.46153846153846156,0.45,0.15789473684210525,0.08695652173913043,0.4827586206896552,,39,80,0.488,9,27,0.333,22,31,0.71,10,47,21,4,3,14,20,BOS,0.4137931034482759
58,58,2019-02-13,,DET,W,118,110,45,0.35185185185185186,0.6574074074074073,16,0.5217391304347826,0.5896860986547086,12,0.23809523809523805,0.7286295793758482,0.4,47,0.7692307692307693,0.4,0.10526315789473684,0.5652173913043478,0.44827586206896547,,36,84,0.429,13,40,0.325,25,34,0.735,10,41,19,7,1,11,18,BOS,0.5517241379310344
59,59,2019-02-21,@,MIL,L,97,98,39,0.6111111111111112,0.2592592592592592,14,0.5434782608695652,0.4551569506726458,5,0.023809523809523808,0.7734056987788331,0.5000000000000001,50,0.2692307692307693,0.55,0.47368421052631576,0.1739130434782609,0.20689655172413796,,37,88,0.42,14,39,0.359,10,14,0.714,9,55,21,5,4,15,11,BOS,0.5862068965517241
60,60,2019-02-23,@,CHI,L,116,126,45,0.42592592592592604,0.5895061728395062,10,0.30434782608695654,0.4439461883408072,16,0.38095238095238093,0.6770691994572591,0.20000000000000004,32,0.5384615384615384,0.30000000000000004,0.3684210526315789,0.1739130434782609,0.3103448275862069,,47,88,0.534,12,30,0.4,20,21,0.952,11,49,26,4,2,13,22,BOS,0.1724137931034483
61,61,2019-02-26,@,TOR,L,95,118,33,0.3148148148148149,0.26543209876543206,6,0.32608695652173914,0.11883408071748885,23,0.5476190476190476,0.7571234735413839,0.4,47,0.46153846153846156,0.30000000000000004,0.21052631578947367,0.4782608695652174,0.37931034482758624,,46,94,0.489,17,36,0.472,9,14,0.643,8,45,33,7,5,8,24,BOS,0.5517241379310344
62,62,2019-02-27,,POR,L,92,97,40,0.3148148148148149,0.5154320987654323,5,0.28260869565217395,0.07174887892376686,7,0.11904761904761904,0.592944369063772,0.30000000000000004,41,0.3076923076923077,0.25,0.21052631578947367,0.5652173913043478,0.37931034482758624,,38,90,0.422,6,33,0.182,15,20,0.75,13,48,14,11,2,11,15,BOS,0.4137931034482759
63,63,2019-03-01,,WAS,W,107,96,42,0.462962962962963,0.4598765432098765,10,0.4347826086956521,0.3116591928251122,13,0.2857142857142857,0.6811397557666214,0.45000000000000007,46,0.5384615384615384,0.6000000000000001,0.15789473684210525,0.3913043478260869,0.3103448275862069,,36,89,0.404,10,38,0.263,14,19,0.737,11,53,20,7,6,18,16,BOS,0.48275862068965514
64,64,2019-03-03,,HOU,L,104,115,37,0.14814814814814814,0.5648148148148148,8,0.28260869565217395,0.3116591928251122,22,0.5714285714285714,0.6729986431478969,0.30000000000000004,44,0.42307692307692313,0.35000000000000003,0.0,0.4347826086956521,0.4827586206896552,,38,80,0.475,21,51,0.412,18,29,0.621,10,42,22,8,4,12,23,BOS,0.5172413793103449
65,65,2019-03-05,@,GSW,W,128,95,49,0.5,0.6543209876543211,14,0.4130434782608695,0.594170403587444,16,0.2857142857142857,0.9199457259158752,0.35,46,1.0,0.6000000000000001,0.2631578947368421,0.34782608695652173,0.5172413793103448,,34,85,0.4,8,35,0.229,19,23,0.826,9,45,26,5,2,21,24,BOS,0.5517241379310344
66,66,2019-03-06,@,SAC,W,111,109,40,0.18518518518518512,0.6419753086419754,13,0.3913043478260869,0.5538116591928253,18,0.38095238095238093,0.8059701492537312,0.05000000000000002,35,0.5384615384615384,0.55,0.05263157894736842,0.608695652173913,0.44827586206896547,,40,80,0.5,13,29,0.448,16,22,0.727,6,40,23,8,4,15,21,BOS,0.3793103448275862
67,67,2019-03-09,@,LAL,W,120,107,48,0.4444444444444444,0.6728395061728395,14,0.5,0.4955156950672646,10,0.21428571428571427,0.6119402985074627,0.20000000000000004,43,0.7692307692307693,0.30000000000000004,0.2631578947368421,0.4347826086956521,0.2758620689655172,,44,91,0.484,5,27,0.185,14,18,0.778,8,43,28,4,4,12,16,BOS,0.5517241379310344
68,68,2019-03-11,@,LAC,L,115,140,44,0.40740740740740744,0.5740740740740741,14,0.4565217391304347,0.5426008968609866,13,0.33333333333333326,0.57123473541384,0.25,29,0.5384615384615384,0.55,0.21052631578947367,0.4347826086956521,0.5172413793103448,,53,86,0.616,13,28,0.464,21,25,0.84,10,47,29,4,1,19,26,BOS,0.03448275862068961
69,69,2019-03-14,,SAC,W,126,120,49,0.5185185185185186,0.638888888888889,9,0.28260869565217395,0.39013452914798213,19,0.5,0.6350067842605156,0.4,52,0.7692307692307693,0.35000000000000003,0.10526315789473684,0.4347826086956521,0.37931034482758624,,48,95,0.505,11,34,0.324,13,23,0.565,8,47,31,9,2,10,24,BOS,0.7241379310344828
